id,review,class
343,Good app	:) but no :D in galaxy s4,rating
345,Good	This is a good app,rating
346,Mostly great!	Best photo editing app for me I've ever used. Except the one thing I really wish you could do is use one of your own gallery photos as the background for a pic frame,rating
347,VerY gOoD App	I woUld GivE it 5 star if iT wOulD have LogoUt opTion,rating
349,V.k.	Nice,rating
350,Awesome features,rating
351,Solid office suite	I got no complaints. Works for what I need to do.,rating
354,****	****,rating
355,Excellent	Excellent,rating
356,To much	Ganda,rating
357,Nice,rating
358,"Not bad.	For a mobile phone game this is pretty impressive.  It's nice to now be able to get my ""Pirate"" fix while on the road when I'm not able to play Black Flag at home.",rating
360,Excellent app	Love the features and so easy to use.,rating
362,Shooter game	Pretty awesome to be able to play a game on a tablet anywhere that has the feeling of an Xbox or playstation console,rating
363,Gud	I like it,rating
364,Nice!!	Really like the burst mode it captures every sec of a moment..cant beat that for a cam app.,rating
365,Not bad,rating
366,Good	This is better than old,rating
367,Intaframe	Downloaded it yesterday & loving the app,rating
368,N7100	Good quality,rating
369,Using it in Titanium S5	Results are goodd enof,rating
370,I like it,rating
371,Cool	Aburi must have,rating
372,"Good App	Works better than Samsung version installed S4
",rating
374,Good	Best,rating
375,yehh	cool not bad .......,rating
376,Good App..	Love It....,rating
378,"Seems legit
",rating
379,Gud	Nyc app,rating
380,Ma,rating
381,"Awesome.	Used to be sooo jelaous of ppl with cam wow and retrica but now...theyre jelaous of me!  Thanks :)
",rating
382,Adhi	Gooood,rating
383,i rated 4	New here i dnt knw yet how.,rating
384,"So far pretty good
",rating
385,Are you listening! ?,rating
386,Cool,rating
388,Margin and layout is out	Margin and layout is out when using office suite. Microsoft Power Point 2007,rating
389,Powerful camera app	Mild learning curve but absolutely awesome.,rating
391,Ok	It works but it badly needs a UI update it looks like software from the 90's.,rating
392,"Nice game	Good game, and, with its new firmware, it should be compatible with my Padfone 2 as well. So please update, i would like to install it ;)  El?g j? arcade j?t?k, nekem tetszett.  Edit: Thanks for updating, now it works with my phone, and it's an excellent racing game, nice graphics, nice cars, good control, but the cars should be more upgraded, tuning is missing.",rating
393,"Good
",rating
394,"Excellent	Too many features, enjoying the application.... easy to use.... more options",rating
395,Excellent!	Its Excellent. I Have No Complaints.,rating
396,Mantap,rating
397,Nice	V gud,rating
398,Nice	V gud,rating
399,I,rating
400,greatest apps  ever	i love it great great app,rating
401,10 out of 10	Great game..... Value for money...,rating
402,Eureka	Awesome,rating
403,Good	I like it too much,rating
404,Great	Awesome app !,rating
405,"Samsung galaxy tab	Whoa this game is awesome! I completed the adventure mode but I still play it as they add a twist the second time you play it. I dont know what all this paying for the zen garden is about as it is freeand you unlock plants by playing more! Im 12 this is a great game and the minigames are grear, just a bit expensive for the miningames.",rating
406,Best game I've played on Android,rating
407,cull	lik app,rating
408,Best app. !	Best working app ever used !!!,rating
409,Good	Good,rating
410,Awesome	Love it,rating
411,Excellent app	Does everything I would expect in a mail app,rating
412,Amazing appss do it all nice one,rating
413,Hi	Nice   .,rating
414,"Amazing	Working perfect- Samsung Galaxy S4.
",rating
415,Epic,rating
416,Yeh.....	Nice app 4 me. ..,rating
417,Awesome photo editor ;;)	I love this app!!,rating
419,Good	I happy this app,rating
420,"Best Printing App Ever!
",rating
421,Good,rating
422,I Miss them.,rating
424,Love this appp,rating
425,good	good,rating
426,Office suite pro	Works great,rating
429,Great!	Completely fixes the nexus 5 camera problems!,rating
430,Great app	Best editing app ever,rating
431,Great game	Nice graphics and runs smooth on HTC One,rating
432,My very first paid app	This is my very first paid app and it is worth it!  More power to Chainfire!  I'm looking forward to the production release. This works as expected with my Canon T4i and ASUS Transformer TF101.  It also worked with my old LG Optimus V smartphone via the Wi-Fi Passthrough. It has everything I need to control my camera while it is mounted on a crane jib.  Awesome ... really awesome!,rating
433,Nice	Nice program,rating
434,Good	Good,rating
435,Nice	nice,rating
436,Great tool	Does what it is supposed to do. Thanks,rating
437,Nic	Very nic editing photos,rating
439,Good	Good,rating
440,? it!!	Coz it makes me look super pretty ;),rating
441,Mojukg	Mouse monster Maxwell man of the sea! !!!!!!!!!!!!!!!!!!!!!!!!! 2,rating
442,"superb simply
",rating
443,Osum	Evan,rating
445,Best	Sangat best,rating
446,"Gooood	So good application  :-)))))))))))))))))))
",rating
447,Great	I luv It,rating
448,Best app ever	It's a really cool app I can do things that I all ways wanted,rating
449,Excellent	As promised.  A faithful interesting game with plenty of variety along the way.  Nick Bee,rating
450,Fun	I love trying to figure each level out.,rating
451,Fun,rating
452,Love it,rating
454,"Love it	Have always loved this game, worth the buy.",rating
455,"BEST APP	For photo editing, it is the best app ever. It has everything for make photo special",rating
456,Amazing,rating
457,No holes	Great app.,rating
458,Galaxy tab7.0	Its very crazy ldont give the star,rating
459,Bty,rating
460,I love it!	I love it its cool wow!,rating
461,Excellent	Amazing game. Best one I've played for a while. Hurry up and add more levels!!!,rating
464,Fun,rating
465,"i love it	this app i use for instsgram and facebook and its great!! definitly download its worth it!
",rating
466,"So worth it!!!	By far the coolest phot app I've used. You have to get this app!!!
",rating
468,Siiip....,rating
469,Smooth and well,rating
470,Great game,rating
471,The best	You know it,rating
472,Excellent Amazingly	Gud option to get stress free.,rating
473,Xperia arc	Super,rating
474,Awesome	It's nice..haha...but need more effort..just joking..it's really cool...I really like it !!!!,rating
475,"Love it!!!!!!	Works great!  Have it on my nook and my PC!
",rating
476,Tuesday	Good,rating
477,Superb	An awesome app. Wish for a cymera widget. :),rating
478,Ok	Ok,rating
479,Good	Best camera app on Google play,rating
480,Just said	Huhuhuhu,rating
481,FINALLY	So great to have this game on mobile.,rating
482,Office Suite Pro	User friendly! Great program.,rating
483,"Super cool...
",rating
484,Helpful,rating
485,Awesome	I really love it I can put memories and some songs OMG I just love it!!,rating
486,Just like other msngrz,rating
487,"Brilliant app!	Great fun, touches upthe photos amazingly!",rating
488,Good	I like it,rating
489,Very nice	Software. Works great to meet two hearts,rating
491,"Very cool	This game is great. Next best thing to CoD Ghosts, except it is hard to aim.",rating
492,awesome i loveee it?,rating
493,being human	I like this apps,rating
494,Good	Oog,rating
495,Good	Outstanding,rating
497,"Print Share	This is an easy and awesome app yo have.
",rating
498,My	My,rating
499,Fun	Very addictive and fun :),rating
500,^^	Good !,rating
501,Fun,rating
502,I love this game	The best game I've ever played,rating
503,Good	Love it :-),rating
504,I like it	Ou also install it,rating
506,Excellent	I like this app! Very good :D,rating
507,Very fun and easy to use.	Recommended.,rating
508,"Alles ok	Tut was es soll, danke!",rating
509,Awesome	I love this app,rating
510,Its such a nice QUICK FIX	Absolutely love this app.,rating
511,nice	nice app,rating
512,"Awesome	More than expected, simply amazing.",rating
513,ice,rating
514,Very good	Every nice,rating
515,Cool	Inastagrammmmmmmmmmmmmmmmmmmmmmmmmmmfnsucksmmmmmm,rating
516,Ok	Good game,rating
517,Helping one....	Good app,rating
518,Nice	It works correctly,rating
521,Great app,rating
522,Samsung galaxy tab 2	Nice app.,rating
523,Samsung galaxy tab 2	Nice app.,rating
524,I just installed it and it is awsome!!!!! I hope everyone agrees with me. If you need anything ask!!!!,rating
525,Gs4	Love it great new puzzles,rating
527,Very nice	Nice,rating
528,finally found  the apps that i want!,rating
530,Console Like!	It looks just like a console game! Good job Gameloft!,rating
531,"- The Godfather Of Android Knowledge -	The best of the best.  This is the app to have when you need information about your phone. It's everything from rooting, roms, apps, modding etc... 5 stars.!",rating
532,Best	It is the coolest because I get to put pitures up,rating
534,Great	Makes good pics I love this app its great,rating
536,"I love this app. Use it all the time.
",rating
537,"Enough said, 5 stars.",rating
538,Super app	Super app ever,rating
539,Brill	Love it,rating
540,Very good,rating
541,Great app	This app work greatly with my samsung galaxy trend! I ? this app!!,rating
542,The best I game ever!,rating
543,Perfekt	Hervorragend,rating
544,Perfect. Made it easier for me,rating
545,"Awesome!	I like this game but I hate having to unlock some things with real money, but everything else is great.",rating
546,Bill	Fun and ez to use,rating
547,Best App	Best chatting app ever,rating
549,Super cool!!	I like it!,rating
550,ANYW	Very good AV,rating
551,Love it!,rating
554,"Excellent, just what I wanted	Works great on my Galaxy S3.   I have 5 different sync folder pairs set up. One is for my pictures so that when I take a picture, it will instantly be sync'ed to my google cloud account, and then my PC syncs with google cloud, meaning I should never lose a picture.   I also do an occasional sync to my NAS drive as I'm a bit paranoid.  I also sync from my MP3 folder on my NAS account back onto my phone card, so that when I add some new music to my NAS drive, it will sync onto my phone.  Altogether a very useful program.",rating
555,Great security. Let's me know about any threats on my phone.,rating
556,Great app love it	Can't get any better,rating
557,EA Keep up the good job!	The game's superb..,rating
558,I love. This. Game,rating
559,"...	Best app ever!
",rating
560,"Fun and engaging	So far the game has run smoothly, been enaging and fun. Its easy enough I don't get annoyed and hard enough I don't get bored. Will update after some time of playing.",rating
561,I likey	Very useful because of my love of editing.,rating
562,Well	Awesome,rating
563,Xperia Z1	It is an awesome product.  Most reliable.,rating
564,Cool	Cool,rating
565,I like this. . .	Thanks. . .,rating
566,Very good	Very good,rating
567,A classic	Finally a decent version of worms on Android.,rating
568,Like.	Awesome,rating
569,"Great app,  easy to use!	This app has completely surpassed my expectations! It is extremely easy to use, has a nice interface and let's you produce a wide variety of collages.",rating
570,"This game is really fun and a great way to learn facts, geography, capitals, landmarks and locations of all of the great states in the United States! My nephews are into strategically placing the stacks. Super learning fun!",rating
571,I love how it tests my brain!,rating
572,"You're probably thinking why pay when you can get something similar for free...I thought the same thing and finally ponied up (do you really spend *that* much more/less on a cup of coffee?) and the value it's added on a daily basis is invaluable. Time tables are pretty accurate, but what I love are the service advisories that constantly change every weekend and the neighborhoods maps, not to mention the last minute emergencies on lines due to a water main break or police incident or what have you. Better to plan your trip to avoid a certain line rather than find out at the station when yellow tape is blocking your way, and you have to walk a half mile to catch another line and find out the same thing before saying SOD it and catching a cab. Has saved me so much in time.",rating
573,Easy to find songs and purchase in iTunes.,rating
574,"Having fun. I never had much interest in astronomy, but this app has changed everything.",rating
575,Lots of fun to use... We live in a unpopulated area and it's neat to pick out which stars are what. The app works very well!,rating
576,"It's really useful cuz I'm a astronomer          

It's magestical!:/",rating
577,A very exciting app. I like to share with my kids.,rating
578,Very nice app,rating
579,Great info on Houston restaurants though some restaurant info needs to be updated such as those which have relocated.,rating
580,"The only complaint I have about this app is that unless you live in one of the supported cities, it's pretty much useless. Even if you do live in a big city, the app won't help you at all if you're travelling somewhere smaller, which is why I recommend keeping a backup app like Urbanspoon on your iPhone as a backup.",rating
581,"I bought this app on December 24th. I purchased mainly for hunting and the Google terrain map set. I had issued where the terrain map would not load, and was blacked out. All other maps and features worked fine. I emailed customer support that night around 11pm., and had a response and a solution via email when I checked mail at 9 am, Christmas morning! Now, that's what I would consider excellent support. Seems there was a small issue  with Google terrain maps that only affected purchases on Friday the 23rd, and Saturday the 24th. I am all fixed up now and everything works great!",rating
582,"I use this app almost every weekend while exploring back roads and trails by motorcycle. Functionality is excellent while on the road as well as using the data to review later using Google Earth. 

I've tried all the GPS tracking apps and this is the one I go back to every time. 

I strongly recommend reading the users guide and watching the videos. 10 minutes spent learning the app will really pay off in how much use and function you get out of the app.",rating
583,"I cannot believe how amazing the new changes are. If you mountain bike, hike, camp, or travel this is a must need app! It now tracks altitude, pace, speed, and about every other stat you need in any unit of measure. By far this is the best app I have!",rating
585,"Pretty easy to use - been using it for over 2 years.  Easy to learn.  As new features were added, those features made sense!",rating
587,"This is, hands down, the most useful app. I had the lite version but decided it was worth the money to upgrade. It makes it so much easier than the guess and check on the calendar. I love it!!",rating
588,Ran side by side with other and this app beat all hands down. Needs dedicated space for mileage.,rating
589,Love it's multifunctionality. Able to do multiple business and year prior expenses etc!,rating
592,"This ap is great, really puts your collection at your fingertips! I really like how easy it is to manage your wine collection, buying, drinking or storage notes. Love it!",rating
593,Works awesome for me. Have 1200 cellar of mostly older bottles. Scan works a lot but type and search fills in. Really live off this app. love the drink now feature. Use that every week!,rating
594,Better than any other wine app.,rating
595,It is a good app but I eat a lot of home cooked meals and it's hard to find the exact thing I ate.,rating
596,"This app is beast! The best thing is, is that it doesn't need Internet! Because I have an iPod touch so I don't have Internet on it in public. I recomend  this app!",rating
597,Buy it,rating
598,This is a great little app especially for those with hectic schedules it keeps you in like for visual people like me.,rating
602,"Live sky does not work on my touch. Also, doesn't find my correct locAtion. So close to being like the Droid app...but off by a parsec.",rating
605,"I keep tabs on my brother's flight info,  as he travels for work quite a bit. I'm a worrier by nature, so it's wonderful to be able to see the progress of his flights. I've always been able to pull them up easily & they've always been accurate. Great job!",rating
606,Used this app all over the world and it hasn't let me down yet!,rating
607,I take this on the mountain and on the bike trail. Continually improving in surprising ways. Keep up the great work!,rating
608,It's a pure joy already having a pic when your friends call and sometimes contacts info from your FB friends that you haven't taken the time out to acquire. Fabulous!,rating
609,I love the sync & bday reminders :),rating
610,Works just fine.,rating
611,Great app!,rating
612,"Now that it comes with iPad Keynote integration, this app is worthwhile to get.  My only complaint is that notifications on the iPad interrupt it.  Which you can fix Apple by improving the notification system.  *cough*.  So get this if you use Keynote :)",rating
613,"To those concerned that you cannot zoom in on those savvy charts and reference materials included on this app...you CAN! Let me help. Simply tap on the chart or image itself. This will then immediately bring it up closer in its own page, and then you can get even closer by pinching. Just tap the images first, my friends. This is a great app.",rating
614,At first I didn't have the challenges on and literally got board in about 10min. But when I turn the challenges on I was all over it like a hawk of a dead animal. So to get to the point BETER THAN MODERN COMBAT 3!!!!!!,rating
615,BEST GAME EVER!!!!,rating
616,I can't find how to buy add ons. Plz help other wise great game,rating
617,I will give it 5 stars when you add girl pygmies.,rating
618,Great app to have for tracking flights! I own a limousine company & all my drivers use it to track their clients flights.,rating
619,Easy to use and very accurate. A must for any traveler!,rating
620,I just finished up a weekend of playing and it was the first time I have used this product. I was more than impressed with it! The setlist option was my favorite part. We played several different times throughout the weekend and being able to program the songs into setlist form made it super easy to transition between songs. I highly recommend this product and can't wait to use it again!,rating
621,A must buy.,rating
622,"For the price, it's great. I've been using quicken for 5 years now, but I've switched to this app 2 years ago. My wife and I use the sync option and are now keeping a budge very easily. Awesome app- needs a desktop version!",rating
623,"This app is a fixture in my college studies. Good Reader technology turbo charges my research and puts me ahead of the pack. I couple it with Instapaper, papers, and an air printer app or two and the power is in my hands (and pocket).",rating
624,I use this app every day on my iPhone 4 and it works perfectly fine.,rating
626,I enjoy sending verses to my friends on my iPhone,rating
627,"I love having a new verse pop up every morning. Great for on the go, and if you're looking for a verse pertaining to a certain category whether it be encouragement, patience, etc. Very convenient. And beautiful background pictures.",rating
629,"I love the convenience I having daily readings right at my fingertips, and when I travel to Europe for the semester, I don't know if I could live without it!",rating
631,Great for daily readings. I love it.,rating
632,This is an excellent app to use in the daily devotional reading of the mass readings.  Well done!,rating
633,Overall a great app.  I use it daily. It would be helpful if entrance and communion antiphons were included. I do not appreciate the new  in app purchase feature.  The saint of the day should either be included with the program or have a way to remove the buy button for those who do not want to purchase this.,rating
634,What a bargain for all the benefits I receive daily from this app!!  The audio is especially good to have.  Reading (or listening) to the daily Mass readings has been a great help to me.  I also like having the prayers for the start and end my day.  I consider this to be a must-have app for all busy Catholics.,rating
635,Doodle jump is sick. I love it! He's so freaking cute!,rating
637,"I needed a good flash card system for my Mandarin vocabulary, and this is everything I could have asked for.  If never heard of Quizlet before, but by enabling the extended keyboard for pinyin, and my Simplified Chinese keyboard, I was easily able to make a custom list of words.  ? (shu?) on one side, and ""water"" on the other for instance.  Inputting them to this app was super easy!  Very well done and totally worth the $4.  Quizlet is free, by the way.",rating
638,"Pixel for pixel, this scanner does better than an expensive HP printer/scanner. Part of that is the iPhone but the other part is JotNot's software. I use this in my presentations for text off a page. (it doesn't do so well with images though, hence the 4 stars.) taken as a whole, it's money well spent.",rating
639,Fantastic app ! Makes reading forums so much easier that now I find myself doing it more. Great!!,rating
640,I like a lot,rating
641,"I think this app works better than using my desktop to use forums. Fast, eat to read, searches well. Wish it had Miniusa and Bike forums... Great for Tacoma World.",rating
642,"If you use forums a lot, you'll love this app!",rating
644,Excellent,rating
645,Good,rating
646,The best App ever!!,rating
648,You'll love Craigslist pro,rating
649,I have only purchased a few aps but this for sure is one of them.,rating
650,Awsome,rating
651,There are different categories missing since the update. What's wrong with this?,rating
652,Sweet app. Thank you! I love it!!,rating
653,Awesome!!!,rating
654,Need more for finding rental HOUSES. But great other than that!,rating
655,"This app is far better than the usual web interface - intuitive, fast, and great graphics.",rating
656,I have sold and bought many things using Craigslist.,rating
657,"This app is just like the website, except you have to pick an area instead of having them laid out for you. I love this app and use it every day!",rating
658,Easy to find what you want and narrow the search.  The photo gallery feature is great when your first filter is how it looks.,rating
659,Great,rating
660,Freaking great!,rating
661,A+,rating
663,I have used this for over a year and have never been disappointed. The sound quality is excellent on the iPhone.,rating
664,I will give this app a much higher rating if you fix the Larimer County Fire and EMS...,rating
665,This app rocks!!!!!,rating
666,"Good app.  Gets me to the info I want quickly, and auto adjusts times to my time zone (many apps don't)",rating
668,I love this app nothing better for the NASCAR fan!,rating
669,I love dis right Herre,rating
670,"I have been using this product for 5 days and I love it.  If you are seeking for an app mainly to write school paper, do basic spreadsheet, and reading PDF articles, this is the one.  Of course, you can't compare to iWork apps because they will definitely beat this app in terms of looks and quality (called great marketing).  But if you are a poor student like me, paying student loans, and are seeking for an app mainly to write papers and read docs, I recommend with this one. I have not tried the PowerPoint yet, so I can't say much about it.",rating
671,I love it,rating
672,"Got this app to be able to share PPT and Word docs. Does not support all of the data from those files. Not happy with it at all. Will try to work with it, but I think it was a waste of time and money!",rating
673,Great!,rating
675,great app!,rating
676,Highly recommend this app to listen to ATC conversations from around the USA and world,rating
678,VERY WELL,rating
679,Great app. Works on almost any course. No complaints at all.,rating
680,"Overall fantastic.

The UI is a little clunky, and things like tapping in the golf ball icon to measure club distance were a little tough to find. It doesn't look like a button.

Wish I could view the clubs and look at their performance without starting a round.

Statistics could use some work as well. The charts while fairly easy to read seem disjointed. 

Needs a better social aspect.",rating
681,"///Update///

149 rounds recorded. iPhone 3GS. Battery 70-80% left after rounds. Still no side game tracking but the notes feature works somewhat for that. Finally fivesomes! Sixsomes! THE BEST APP FOR GOLF!

17 rounds under my belt with this app now and still very happy. The new in-app stats (v.1.3) blew me away!  Still waiting for side games (skins, etc.). I'm confused why so many golfers leave their phone on the entire round? I pull mine out as I'm walking up to my ball, usually while I'm 20-30 yards away, I get positive satellite lock by the time I'm standing over the ball, read my yardage and put the phone back to sleep. After putting I whip it out, score the entire foursome (takes about 15 seconds total) and then put it back to sleep. I consistently have 80-85% battery life after my round is complete.

Once we get side games/betting included in a future update I will be even more of a cheerleader for this app!   
////////////////////\\\\\\\\\\\\\\\\\\\\\
Used Golfshot for my last 6 rounds and I will continue to use it forever! It's accurate, easy to use, and being able to email your scorecard to your buddies and review actual stats for yourself are perks I didn't know I wanted, but now I can't live without!

Ended up being cheaper to buy a new iPhone 3GS AND this app than the skycaddie I was looking at. Stand alone golf GPS units are in serious trouble.",rating
682,"I have used this App for over 8 months, and is by far, the best golf GPS for the money. I had a sky caddie before, and it was not half as good as this app. Don't waste your money on any of the annual dues GPS units, buy this app and have everything you need. 

I have the iPhone 4, and only uses about half the battery during a 4 1/2 to 5 1/2 hour round. Turn off your Wi-fi if it is using more battery life than that. 

Anyway, must have for all serious golfers.",rating
683,This app while not perfect (some songs it doesn't) is very good. I use it severalvtimes a week.,rating
684,I use this every night... It amazes me how little sleep I get most nights. I have made sleeping more of a priority since using it. I can see the difference!,rating
685,Just what I wanted to know!,rating
686,Provides for hours of uproarious entertainment!,rating
687,Great app to keep track of hours. Especially if you're on salary or budgeting.,rating
688,Great!!!,rating
689,Thank you for this great resource and thanks to all the readers. Driver,rating
691,This a great tool for a rapid lab consultation.,rating
693,"Some stories are just down right terrifying. I have had experiences myself. So I can relate. It's a must buy for your iPad, iPhone, iPod!! No joke!",rating
694,"I am a very superstitious person. I love any kind of ghost story. Short, Long, or a book. But this app has everything from short stories to long. Definitely worth the $$",rating
695,I love This app honestly I don't care if there are mistakes in some stories it's normal. This is app is great! Download now! It's worth 99 cents.,rating
696,Awesome,rating
697,Ive sent in a story and i know thi app is BEAST!!!,rating
698,I'm ten and this stuff does not scare my and I'm  10 YEARS OLD!!!!,rating
699,Recently used in several European cities and it was GREAT!,rating
700,"Well I have used Magellan it was cool and then I bought a navigon that was the biggest waste of 350 dollars of my life then I used sprint navigation that was fairly accurate so there I have had a couple and this is one of my favorite navigation devices the huge difference is the price 99 cents can't be beaten.     

Update to a month and a half later.
I love this navigation devise have used it more than my factory one I can listen to my music while navigating and it's points of interests rock ! The turn by turn speech and real time traffic is long gone but I don't miss it at all ! If I could give this app more stars I would",rating
701,"good app, but to make it a great app, video would be a great feature. A must need is to make the timer continuous. After the 5 sec. countdown it would be great for it to restart automatically for continuous self shots. Please add that.",rating
702,"The best news, I always check Drudge first for the rest of the story!",rating
703,Smooth simple app,rating
705,"It's just getting better and better. The signature capture is a huge time saver. Ever wonder how to put your contact info from their email into your Contacts, just copy their signature into this app, it will separate into different fields and put them in your iPhone Contacts. How great!",rating
706,can't live without my scanners.,rating
708,Someecards are super funny! They're a great way to give someone a good laugh. Sometimes I just like to look through them because they're fun to read.,rating
710,"Still need to check each, I think I need to improve technique.  Cards with multiple addresses throw it for a loop.  Very easy to export to excel",rating
711,That says it all.,rating
712,Love this app! Easy way to keep track of what's in my closet and mix and match pieces. Even better when I got an iPhone so I could take pictures of my clothes and load directly to the app. Perfect for any Fashionista!,rating
714,"Excellent product. Continue development of similar programs for other subject areas.   For instance science, history, Christianity.  Pray for God guidance, America. God bless. BP",rating
715,Great App for Travelers. Highly recommend it!,rating
716,Fast and convenient app to search for flights,rating
717,Great app. even for smaller regional airports.,rating
718,"I use powerOne all the time, whether for a simple conversion, or working out mortgage payments for a new dream house. Highly recommended!",rating
719,"A well engineered multipurpose calculator.  If the extensive template library doesn't have what you need you can easily create your own calculators without a steep learning curve. As a repeat customer since the Palm handheld days, I definitely consider this a great value.  Keep up the good work!",rating
720,I find that this app does exactly what I wanted it to do- display meaningful data from all the iPhone sensors. Very clear and intuitive interface. It's really the only tool of it's type I need.,rating
721,Very nice-looking app!,rating
722,"My only complaint with this otherwise wonderful app is the absence of any warning for the bottomless ""hole-in-time"" this thing hides. If you are not very careful, you will fall into this hole (which isn't marked in any fashion by a navigation tool that marks everything else) and your family or friends may lose you. Leave a note and tell them where you went, and don't worry, you'll meet thousands of new friends down in that hole! Finally, I wrote/chatted with the guy who wrote this - good man and thanks for this jewel!",rating
723,Best app in the entire world,rating
724,This app has helped me control my phones battery usage.,rating
725,It's easy to use. Keeps the battery conditioned for sure.,rating
726,"Does what you need...
Monitor the cops
Learn the lingo",rating
727,"Great app, but I  agree, needs more coverage.",rating
728,"I love it, I wish there were more feeds",rating
730,Nothing like listening in on big brother!,rating
731,This is so cool. I love how many different frequencies there are to listen to.,rating
732,Good Job!!!!,rating
733,"This app works wonders. ""Scans"" come out very clear and easy to send items. One of my most used apps!",rating
734,"I use this app for completing my required expense report. Stores pics so you can return to them, pics are super clear. I'd only wish for a two per page option as the scans come back a full page. Overall, only $2. Hell of an app.",rating
735,This is a great app ...,rating
737,Good,rating
738,Love it but it's crashing with the new update!!,rating
740,my ??wouldnt b the same without it! ??,rating
741,Best replacement app if your laptop is broken!!,rating
742,Nuff said ; thanks for the update!!!! Works well for datpiff.com,rating
743,If u know how to use the app then it's perfect in every way it does what it's supposed to! Worth every penny,rating
745,Really does what it says -- provides an amazing view of the heavens above your head.,rating
747,Worth every penny I spent.,rating
748,"No words, just I love it, definetely 3$ very good invested!!!",rating
749,"This is a great educational app for students, especially the movies! It provides a great visual for abstract content.",rating
750,I finally found my old 3D glasses and took a look at this app again  WOW. A thing of beauty. Mesmerizing!,rating
752,Love it!,rating
754,I've purchased 4 different swing apps. This one is by far the best! Great buy!,rating
755,One of the best ones!,rating
756,Since signing up I've lost 10 lbs in 2 weeks it's great,rating
757,Best!!!,rating
758,Really like this app. It has been soo very helpful in tracking with everything instantly accessible. It really is amazing. Having previously worked in the weight loss industry for many years. I know that this is the key to planning and losing weight. I am doing well with both.,rating
759,Simple to use. Works flawlessly.  Loads of books to choose from.  I'm a fan.,rating
760,Really enjoyed this reading. Much better in the car than the junk on the radio.,rating
761,"Nice presentation   Of course, the books come from Librivox and the quality varies according to the talents of the volunteers.  I have found that most of them read well.",rating
762,"The interface works great and mapping is nice :) 

Only bug I've seen is Facebook integration at times.",rating
763,"I've bee using EveryTrail.com for years - loving its ease and look for uploading my rides and embedding the maps on my blog. I used the free app for a long time, until recently on a trip I needed to find a trail and download it to use offline. Enter EveryTrail Pro. This app has practically replaced my GPS unit. I adjust the GPS settings to extend battery life and I can go on epic rides and still have power to text my buddies photos from the trail. I highly recommend it for on the fly trail mapping needs. Worth every penny.",rating
764,Just got it...  I'm sure it will be used often..,rating
765,Helps so much with meal planning and grocery shopping.  Cuts time off of both those activities.,rating
766,A must have if you like to cook.  I think it is great!  Have tried a baked chicken wing recipe and was almost like deep fried.  I'm from Buffalo NY so I know.  Like being able to save Recipes in recipe box on the app. Get this app.,rating
767,"Can't figure out how to modify, add, delete the main recipe folders and titles in the recipe box. Please explain.",rating
768,This app is amazing! It has helped me so many times!,rating
769,Great in every way !,rating
770,I love the pro version - well worth the money. I use it way more than the other cooking apps I have purchased.,rating
771,So much fun,rating
772,It is such a helpful app! People of all abilities will love it to help improve and learn!!!,rating
773,"I listen to it a lot. However, it will once in a while disconnect for no apparent reason. When it disconnects, it will repeat previous transmissions. I would like more APD and less Fire and Ambulance. Great app!",rating
775,"love the app ?? but one more problem, please cut down the prices on iWork to 3.99 dollars and the iLife apps to 1.99",rating
777,"Great game, this game is great to pass time",rating
778,Helpful notations. Wish the illustrations were a bit more defined.,rating
779,It's great for my anatomy class and I'm sure it'll be helpful in college,rating
781,Well worth it. Great tool for review and on the spur of the moment reference.,rating
782,:],rating
783,"Good basic muscle app, worth the $",rating
784,"I actually believe this app is totally awesome in helping me prepare for my boards. However, just as the muscle name is given in audio; I wish there was an option hearing all the muscles info in audio. For me, retaining info comes better in audio, activities, and constant quizzing.",rating
785,I was very pleased with this app.  The graphics are excellent and the interface is very easy to use and navigate through.  The quiz options and video are a great bonus feature.  I am really satisfied (especially for the price) and look forward to trying out the other systems' software.  Nice Work!,rating
787,"Excellent app, integrates well with Google Reader. A must-have app on all of my iDevices.",rating
789,Love app easy to use,rating
790,This product does what it says.,rating
792,Very helpful in planning trip.,rating
793,I love this app because it gives you lots of great ideas for your home.,rating
794,update done for August and not working.  Why,rating
795,A real lifesaver and eye opener for this iPad newbie.  I learned so much from this app.  Information is well written and easy to understand. Just wish my brain could retain it all for instant recall!,rating
796,Nice!,rating
797,"Did not give 5 stars because have found not all campgrounds are listed.  Sure is helpful though 99.5% of time.  Have used for gas, reservations for camps, restaurant locations, low clearances.  Awesome!",rating
798,I was shocked to find the app includes overhead clearances and one can filter that down to what they are worried about.  Looks to be very thorough.  I have not yet tried it on the road but I am amazed at what I can find by sitting her in my house.  I am a little concerned about how much functionality I will find in remote locations with no cell service.  Time will tell.  I may have to update my rating when that situation arises which will be in 4 weeks.  Happy camping everyone!,rating
799,"I love it, every one should have it",rating
800,"When I was a second grader,I kept loosing on the game ""Bingo"".When I play it,I'm a winner.Thank yyy-yyy-??",rating
802,This application has been a lifesaver! It actually remotely sinks with both my IPhone and IPad . I love it!,rating
803,Great idea and it works great too!,rating
805,I love it now i can make people look fat and it is so easy,rating
806,I live this app so much. It is really really funny. I used it on my whole family and they just started laughing. It is really fun to use when u r bored.,rating
809,This is the best video editor ever!!! I also like extras for iMovie but the only thing was that I wished I could cut out things people said that I didn't want. Other than that I love it!!!,rating
811,"Intuitive, limitless possibilities. Brings your artistic side out.",rating
